survey,ID,Q8Cons_need,Q8Cons_need_score,Q21Funds_source,Q21Funds_score,Q14Actions,Q14Actions_score,Q10_animal_health,Q11_habitat_health,Q13_total_health
Terrestrial,138395152,open_ocean,4,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-756780832,open_ocean,5,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-1110932729,open_ocean,3,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-726379690,open_ocean,4,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,-1139756587,open_ocean,4,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-1249900171,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,457030467,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-6089055,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-635017104,open_ocean,3,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,750184086,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-754296868,open_ocean,1,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-1385268638,open_ocean,5,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,-126577771,open_ocean,4,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,1505507348,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1272571696,open_ocean,5,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,1379365585,open_ocean,4,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,330501011,open_ocean,3,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-1988105678,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1454447233,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1325867234,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-1267934657,open_ocean,2,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,1386221742,open_ocean,5,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-1299073165,open_ocean,3,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-693822437,open_ocean,4,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,1484037529,open_ocean,3,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,549608151,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,995840916,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-1065389966,open_ocean,5,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,568846704,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-858401403,open_ocean,3,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-630339656,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1513849467,open_ocean,3,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,-772216967,open_ocean,5,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,1960341231,open_ocean,3,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,191381150,open_ocean,4,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,-1662908503,open_ocean,5,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,1412908061,open_ocean,2,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,113745553,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1343500150,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-21990663,open_ocean,3,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-186003825,open_ocean,5,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,226758776,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1069978267,open_ocean,4,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,141036405,open_ocean,3,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1852479828,open_ocean,4,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,919558285,open_ocean,3,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-757768149,open_ocean,5,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,1095166592,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-237989542,open_ocean,3,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,1436684210,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-1437421629,open_ocean,1,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,1167187478,open_ocean,3,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-1995761697,open_ocean,4,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,-296678787,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,2146043068,open_ocean,4,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,1943750710,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-1799678406,open_ocean,3,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,1559048325,open_ocean,3,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-632034535,open_ocean,5,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,1181537505,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,2096206430,open_ocean,5,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-1695735383,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-1695490363,open_ocean,3,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,1010855546,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,396803124,open_ocean,3,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,155958091,open_ocean,4,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-888808229,open_ocean,3,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,-2073659122,open_ocean,5,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-1918915286,open_ocean,4,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-2072609742,open_ocean,5,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-393167364,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-660976625,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-896697506,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1326514132,open_ocean,4,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,1232382554,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1353828787,open_ocean,5,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,949838696,open_ocean,4,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,109385167,open_ocean,4,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-2055012008,open_ocean,4,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,85006840,open_ocean,3,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1432560570,open_ocean,3,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-1976746317,open_ocean,2,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-1635439595,open_ocean,3,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-1188671767,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1843097847,open_ocean,1,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-61710258,open_ocean,5,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-1688257487,open_ocean,3,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,-1213322267,open_ocean,5,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,-723106347,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,234732493,open_ocean,4,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,-1891526536,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-697258958,open_ocean,1,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-1256783146,open_ocean,4,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,758696302,open_ocean,4,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,1835711708,open_ocean,2,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,1913056618,open_ocean,5,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,1096553632,open_ocean,4,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-1350411959,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,436376386,open_ocean,3,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,1026479122,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-206376264,open_ocean,3,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,2105484088,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-1441904391,open_ocean,4,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-246841340,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-1032012511,open_ocean,3,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1198601892,open_ocean,4,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-115555573,open_ocean,3,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1937155623,open_ocean,1,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,842545541,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-516344080,open_ocean,4,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,899328763,open_ocean,5,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-2058112434,open_ocean,4,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-1647855883,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1453608716,open_ocean,4,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,1540461045,open_ocean,2,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-716184495,open_ocean,4,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-1362038848,open_ocean,5,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,723005424,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-1260431598,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,905742317,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1638186064,open_ocean,5,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,-1344395604,open_ocean,3,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,977170994,open_ocean,2,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1058886012,open_ocean,5,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,468523721,open_ocean,4,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,-558712443,open_ocean,1,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-1418730710,open_ocean,3,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-1290290157,open_ocean,3,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-496737852,open_ocean,4,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,-1769944419,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-1266020043,open_ocean,3,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,1550179633,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,282231470,open_ocean,3,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-374491783,open_ocean,2,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,39152081,open_ocean,5,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-737242548,open_ocean,4,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,-2088732055,open_ocean,3,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,1077551663,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,537343723,open_ocean,2,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,1701960270,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-1416918413,open_ocean,5,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,1937270610,open_ocean,4,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-841239281,open_ocean,5,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,520788919,open_ocean,5,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,1680319505,open_ocean,4,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,1676964906,open_ocean,2,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,-1558111383,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-621542830,open_ocean,4,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,817162992,open_ocean,5,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-1083502635,open_ocean,3,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,732465525,open_ocean,4,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-1464762832,open_ocean,1,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-447428396,open_ocean,4,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,1111228329,open_ocean,1,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,705636019,open_ocean,2,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-299211893,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1927347945,open_ocean,2,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,529514538,open_ocean,3,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-2121866088,open_ocean,3,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-1528712559,open_ocean,3,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,1842761703,open_ocean,4,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,1539701498,open_ocean,2,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,-63053518,open_ocean,3,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,295847211,open_ocean,3,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,834563606,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,672010660,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,162183373,open_ocean,2,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1768864185,open_ocean,4,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-1499794485,open_ocean,2,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,315399435,open_ocean,2,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,133520491,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-1772385841,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-1419263965,open_ocean,1,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,356338777,open_ocean,4,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-2019386754,open_ocean,3,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,-1912224829,open_ocean,4,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,291032537,open_ocean,5,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,149291616,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,283925242,open_ocean,5,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-1394007188,open_ocean,2,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,443161394,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-1811450880,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,2034739862,open_ocean,5,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,-1052834761,open_ocean,3,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,703567159,open_ocean,3,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-526822832,open_ocean,3,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1641365462,open_ocean,2,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,-679301805,open_ocean,4,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,1001277555,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,850478600,open_ocean,4,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-703638033,open_ocean,3,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,307026480,open_ocean,4,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,2054529970,open_ocean,5,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-1663106544,open_ocean,2,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,1937154903,open_ocean,3,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-867416490,open_ocean,2,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,137160165,open_ocean,2,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,1549792425,open_ocean,4,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-1707638536,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1376565010,open_ocean,3,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,928644762,open_ocean,5,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-1027331800,open_ocean,3,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,-1412420070,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-1881737204,open_ocean,3,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,944681859,open_ocean,2,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-1365549851,open_ocean,3,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-847987255,open_ocean,1,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-1392004340,open_ocean,3,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-446851101,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-1365573867,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-771883936,open_ocean,4,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,460943389,open_ocean,5,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,-1356917479,open_ocean,4,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,518591275,open_ocean,1,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-1331031026,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-1330195823,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,142236578,open_ocean,3,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-968897627,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-1306121938,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-426999575,open_ocean,5,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-1304362283,open_ocean,2,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,100862714,open_ocean,4,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-1299802218,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1482099205,open_ocean,3,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-1297992586,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1846829191,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1482924486,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1256550858,open_ocean,5,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,1483044893,open_ocean,1,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,30556319,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-29753221,open_ocean,5,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-1218445071,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-1217406073,open_ocean,5,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,-1216721813,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-1975490630,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-1214867202,open_ocean,1,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-1067964077,open_ocean,3,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-1211831470,open_ocean,2,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-1190596102,open_ocean,4,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,846341494,open_ocean,1,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,789843602,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-1542669850,open_ocean,5,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,94795111,open_ocean,4,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,1637931520,open_ocean,4,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,315395928,open_ocean,2,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-1636496334,open_ocean,5,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,932388398,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-697071626,open_ocean,5,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-2106338294,open_ocean,5,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-1756829981,open_ocean,4,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,-1984142055,open_ocean,4,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-1612226292,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-557239468,open_ocean,4,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-529466569,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,2002709723,open_ocean,2,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,1640999271,open_ocean,2,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,664420550,open_ocean,4,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,1507985505,open_ocean,3,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,-2126849875,open_ocean,5,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,-1153233771,open_ocean,4,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-413940855,open_ocean,3,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,727797498,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-80192550,open_ocean,5,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,-412869832,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-2083148065,open_ocean,5,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,218963843,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1792718575,open_ocean,3,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-1451465934,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1631331060,open_ocean,3,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-2002857601,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1429187466,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,2115423193,open_ocean,3,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,-39629666,open_ocean,4,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-1007854294,open_ocean,4,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,292797967,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,616568808,open_ocean,2,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,723942274,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1929704228,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,2135477293,open_ocean,1,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,333874656,open_ocean,3,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,355204917,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,568046617,open_ocean,5,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,-506941291,open_ocean,4,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,1045963554,open_ocean,4,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,1180434808,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1453225060,open_ocean,4,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-822190845,open_ocean,4,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,2118149508,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-1005306,open_ocean,5,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,31592732,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,656397329,open_ocean,3,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1948610933,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,276731528,open_ocean,4,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,1911910339,open_ocean,4,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-1673138608,open_ocean,4,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,627754464,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,50148655,open_ocean,3,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,-1170720401,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1481387278,open_ocean,4,GovPartnerships,0,SustainablePurchases,1,,,
Terrestrial,527009588,open_ocean,3,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,-681291396,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-524049221,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1839934776,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1863536479,open_ocean,5,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-1127909710,open_ocean,4,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,736542914,open_ocean,3,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-1998529903,open_ocean,2,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,-998718399,open_ocean,3,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,91689955,open_ocean,3,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-1372702353,open_ocean,4,GovPartnerships,0,SustainablePurchases,0,,,
Terrestrial,1453856502,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,-113213822,open_ocean,3,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,1255358976,open_ocean,5,GovPartnerships,1,SustainablePurchases,0,,,
Terrestrial,1751220631,open_ocean,4,GovPartnerships,1,SustainablePurchases,1,,,
Terrestrial,1740049549,open_ocean,5,GovPartnerships,1,SustainablePurchases,1,,,
