Survey,activity,binary
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,0
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,1
Ocean,fishing,0
Ocean,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,0
Terrestrial,fishing,0
Terrestrial,fishing,1
Terrestrial,fishing,1
Terrestrial,fishing,0
