Survey,activity,binary
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,1
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Ocean,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,1
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
Terrestrial,snorkeling/diving,0
